date,consumer_log_return,metals_mining_log_return,oil_gas_log_return
2008-01-01,-0.0870319667453927,-0.0797378066963681,-0.2105941754736129
2008-02-01,0.0201653006410733,0.147227189875462,0.0838596549127252
2008-03-01,-0.0596381293296666,-0.1002882960316871,0.0251098635197513
2008-04-01,-0.0139503164959098,0.0806909292505615,0.026308902618414
2008-05-01,0.0626351232401791,0.0670847718950344,0.1981759546042312
2008-06-01,-0.0379861256720843,-0.0285525371574131,-0.074604058737095
2008-07-01,-0.0835100929303038,-0.2252861703847948,-0.1772664010450357
2008-08-01,-0.0737629523708696,-0.1016909397957235,-0.106868991119561
2008-09-01,-0.1616185508460246,-0.3016101104870188,-0.261989591434709
2008-10-01,-0.5726598895588149,-0.6230817671711044,-0.2876299685566019
2008-11-01,-0.1752824309361234,-0.1685633965384267,-0.1255816539748915
2008-12-01,-0.0328830615933606,0.1310837733889034,0.0179599164012564
2009-01-01,0.0004445990949282219,0.1201704136312118,0.0838635280573631
2009-02-01,0.1296016912505857,0.1696105129952148,0.1267384156052617
2009-03-01,0.1241994882454609,0.0937782855551425,0.0938720718062819
2009-04-01,0.3614108367597115,0.1596880002866951,0.1984400101340746
2009-05-01,0.1520966269082375,0.2240792699279836,0.1922574381203308
2009-06-01,-0.0126045070650793,-0.0707698201836821,-0.1463240667962626
2009-07-01,0.0277821156965591,0.151815236550683,0.0601901995487379
2009-08-01,0.108044303923112,0.0428368869410613,0.02823682098672
2009-09-01,0.1482282471802127,0.124038935922254,0.0592902598013642
2009-10-01,-0.0191895960770027,0.0065819702447438,0.025870438186204
2009-11-01,0.0727293257519594,0.0599602373749235,0.0403105703175983
2009-12-01,0.0700444824826487,0.0566838042235016,0.0540656874531695
2010-01-01,0.0714520859773166,0.1239191967607418,0.0124058182822262
2010-02-01,0.0628455041230822,0.0069586275819837,-0.0579855134086289
2010-03-01,0.1057953519129029,0.115839788071316,0.0863021355024136
2010-04-01,-0.0066469673443663,-0.0061994702403609,0.0018462125739615
2010-05-01,-0.0865161622608656,-0.0844670289595708,-0.0619994992254628
2010-06-01,0.0176740342626207,-0.0675310441253991,-0.0203246726202657
2010-07-01,0.0507662339373116,0.0509029754334466,0.0708513781727511
2010-08-01,0.0079698907253629,0.0166754543090057,-0.038065659420793
2010-09-01,0.0878095532275882,0.1157531837883798,0.0418626710252629
2010-10-01,0.1072718357480084,0.0114686460216049,0.0395105837029907
2010-11-01,0.0687015322240345,0.0834566256311344,0.0121473421941891
2010-12-01,0.1291250780299986,0.1221680561879399,0.0755963317930366
2011-01-01,-0.0080298818368049,-0.0202591390555486,0.0378654020633213
2011-02-01,-0.0137226576203008,-0.0110230873306385,0.0860432492073073
2011-03-01,-0.0386519079699212,-0.0027919964578337,0.0019535996836061
2011-04-01,-0.0588413930208506,-0.0467725996637344,-0.038604404801763
2011-05-01,-0.0108285021591783,-0.0272439959729844,-0.0522543055396802
2011-06-01,-0.0169156126886722,-0.0290799312056506,-0.00012954332756720532
2011-07-01,0.0238314412099249,-0.0107549926766488,0.0358133099452171
2011-08-01,-0.1540611657548005,-0.1268792878721747,-0.0867014963536814
2011-09-01,-0.0683028670225152,-0.2276573920448275,-0.0814460324017378
2011-10-01,0.0538524348636091,0.080141601722893,0.0961547667880244
2011-11-01,-0.0334112885843662,-0.0966428323167125,0.0510382129292876
2011-12-01,-0.124810844201022,-0.1281155564012426,-0.0491896006230554
2012-01-01,0.115087353774717,0.1547858312390992,0.0662680787336373
2012-02-01,0.1281066643934387,0.0061582127259338,0.046355737981333
2012-03-01,-0.0190273965309391,-0.1079186770949238,-0.0328299551638835
2012-04-01,0.0078549526613933,-0.0346877295884944,-0.0321435186839327
2012-05-01,-0.1351539536818347,-0.1436130276263929,-0.1226005156931631
2012-06-01,0.0256955285595097,0.0321612306884553,0.0535658678337576
2012-07-01,0.0541406135446269,-0.0260980511322088,0.02292165124644
2012-08-01,0.0434197253430603,-0.0010494427398874,0.0247745641609586
2012-09-01,-0.0455923184737763,0.0721806923428491,0.0263371517400479
2012-10-01,-0.0110603671502502,-0.0697507350873536,-0.0039510000575901
2012-11-01,0.014688017180962,0.0100695692451813,0.00030644198750451324
2012-12-01,0.0629844102035193,0.0496271855676759,0.0538291656509919
2013-01-01,0.0926182960055452,0.0034493740386727,0.0267729002110534
2013-02-01,0.0390595540822324,-0.0822099050778053,-0.0471670243223734
2013-03-01,-0.0211872256708396,-0.1145218410174884,-0.0190553774342046
2013-04-01,-0.005287154308375,-0.0504907630241948,-0.0535777808799267
2013-05-01,0.0262857640931439,-0.0672573391270692,-0.0228937290244681
2013-06-01,0.0194279514445749,-0.0616137573982289,0.0259625986697011
2013-07-01,-0.004767860093505,0.0312232899410132,0.0541172038503994
2013-08-01,-0.0136028914576993,0.0167268969699216,0.0182058433090279
2013-09-01,0.0142906159504292,0.0296490894507597,0.0688005703653793
2013-10-01,0.0413744711715509,0.0058202611199869,0.0214067280750818
2013-11-01,0.0273695310775377,-0.0021648263379931,-0.0370920067470947
2013-12-01,0.012234415788269,0.0413051891638032,0.0188612005865085
2014-01-01,-0.1012002578588049,-0.00012362849652536312,-0.0197284995304691
2014-02-01,-0.0191031825165737,0.0393572470403889,0.0101963400237305
2014-03-01,-0.0336289884949643,-0.0751789806343365,-0.0526637420109299
2014-04-01,0.0043120141499422,0.0031483280249489,-0.019639134982972
2014-05-01,0.0813694631709989,0.0722046893061012,0.0443479549673213
2014-06-01,0.0558479640172482,0.0082594095364214,0.060725901145874
2014-07-01,-0.0278424661802016,0.0430171192194848,-0.0808515958277915
2014-08-01,-0.017907321897022,0.0416721203612127,0.0260290903319369
2014-09-01,0.0479018047831214,0.0137284699285782,0.0178030943093325
2014-10-01,0.0322347502559026,0.0682901634881512,0.0642914571989443
2014-11-01,0.0160157051466871,0.1504289435847852,0.0443528899027061
2014-12-01,-0.1723685705659949,0.0582062658394235,-0.0809173373772829
